#separator:tab
#html:true
#notetype:Basic
#deck:Japones::Vocabulario
#tags column:3
ビール	biiru — cerveja	fase0 katakana dia10
ブラジル	burajiru — Brasil	fase0 katakana dia10
きょう	kyou — hoje<br>2 moras: kyo-u. O yoon e 1 mora, mas o う que vem depois e outra.	fase0 yoon dia11
とうきょう	Toukyou — Toquio<br>4 moras: to-u-kyo-u	fase0 yoon dia11
きょうと	Kyouto — Kyoto	fase0 yoon dia11
おちゃ	ocha — cha<br>CUIDADO: ちゃ (cha), nao しゃ (sha)	fase0 yoon dia11
でんしゃ	densha — trem	fase0 yoon dia11
じてんしゃ	jitensha — bicicleta<br>4 moras: ji-te-n-sha	fase0 yoon dia11
しゃしん	shashin — foto	fase0 yoon dia11
しゅくだい	shukudai — dever de casa	fase0 yoon dia11
りょこう	ryokou — viagem	fase0 yoon dia11
りょうり	ryouri — culinaria, prato	fase0 yoon dia11
ひゃく	hyaku — cem	fase0 yoon dia11
じゅう	juu — dez	fase0 yoon dia11
しゅみ	shumi — hobby	fase0 yoon dia11
ちょっと	chotto — um pouco<br>3 moras: cho-(pausa)-to	fase0 yoon dia11
びょういん	byouin — hospital<br>4 moras. よ PEQUENO funde com o び.	fase0 yoon dia11
びよういん	biyouin — salao de beleza<br>5 moras. よ NORMAL e mora independente.	fase0 yoon dia11
ニュース	nyuusu — noticia	fase0 yoon dia11
ジュース	juusu — suco	fase0 yoon dia11
ショップ	shoppu — loja	fase0 yoon dia11
キャッシュ	kyasshu — cache	fase0 yoon dia11
チョコレート	chokoreeto — chocolate	fase0 yoon dia11
です	desu — e (copula, polido)<br>NAO conjuga por pessoa: わたしです / せんせいです<br>Passado でした; negativo ではありません (falado: じゃありません)	fase0 gramatica dia12
きのう	kinou — ontem	fase0 vocab dia12
がくせい	gakusei — estudante	fase0 vocab dia12
しごと	shigoto — trabalho	fase0 vocab dia12
にほんご	nihongo — lingua japonesa	fase0 vocab dia12
あなた	anata — voce	fase0 vocab dia12
エンジニア	enjinia — engenheiro	fase0 vocab dia12
にほんじん	nihonjin — japones (pessoa)<br>~じん gruda em qualquer pais	fase0 vocab dia12
ブラジルじん	burajirujin — brasileiro<br>Pais em katakana + じん em hiragana	fase0 vocab dia12
たのしい	tanoshii — divertido, prazeroso<br>Adjetivo い: passado e たのしかった, NAO たのしいでした	fase0 vocab dia12
つよい	tsuyoi — forte	fase0 vocab dia12
きょうはやすみです。	"Hoje e folga."<br>A は B です — a estrutura basica	fase0 gramatica dia12
きょうはたのしかったです。	"Hoje foi divertido."<br>Adjetivo い carrega o tempo sozinho; o です so da polidez	fase0 gramatica dia12
は	wa (particula) — TOPICO: "quanto a X..."<br>Informacao ja conhecida. Escreve-se は, le-se wa.	fase0 gramatica dia13
が	ga (particula) — SUJEITO<br>Informacao NOVA: apresenta, identifica, responde "qual?"	fase0 gramatica dia13
ぞうははながながいです。	"Quanto ao elefante, a tromba e longa."<br>は e が na mesma frase: は marca o tema, が marca o sujeito do predicado	fase0 gramatica dia13
だれ	dare — quem<br>Interrogativa como SUJEITO pede が. だれは nao existe.	fase0 vocab dia13
どこ	doko — onde<br>CUIDADO: どろ e lama	fase0 vocab dia13
どれ	dore — qual (entre tres ou mais)	fase0 vocab dia13
えきはどこですか。	"Onde e a estacao?"<br>Interrogativa no PREDICADO: o topico fica com は	fase0 gramatica dia13
ぞう	zou — elefante	fase0 vocab dia13
ながい	nagai — longo, comprido	fase0 vocab dia13
すき	suki — gostar de<br>Usa が para a coisa gostada: にほんごがすきです	fase0 vocab dia13
あに	ani — meu irmao mais velho<br>O irmao mais velho de OUTRA pessoa e おにいさん	fase0 vocab dia13
あね	ane — minha irma mais velha<br>A de outra pessoa e おねえさん	fase0 vocab dia13
にっぽん	Nippon — Japao<br>Leitura alternativa e mais enfatica de にほん	fase0 vocab dia13
ゲーマー	geemaa — gamer<br>Todo "-er" do ingles vira ー: サーバー, ユーザー, モニター	fase0 vocab dia13
を	o (particula) — OBJETO da acao<br>So aparece com verbo transitivo. です nao leva を; いきます tambem nao.	fase0 gramatica dia14
ます	masu — sufixo de POLIDEZ do verbo<br>ます / ません / ました / ませんでした<br>Cobre presente E futuro	fase0 gramatica dia14
たべます	tabemasu — comer	fase0 verbo dia14
のみます	nomimasu — beber	fase0 verbo dia14
みます	mimasu — ver, assistir	fase0 verbo dia14
よみます	yomimasu — ler	fase0 verbo dia14
ききます	kikimasu — ouvir; perguntar	fase0 verbo dia14
かいます	kaimasu — comprar	fase0 verbo dia14
します	shimasu — fazer<br>Cola em substantivo e gera verbo: べんきょうします	fase0 verbo dia14
べんきょうします	benkyou shimasu — estudar<br>べんきょう (estudo) + します (fazer)	fase0 verbo dia14
はたらきます	hatarakimasu — trabalhar<br>しごと e SUBSTANTIVO (trabalho); para "trabalhar" use はたらきます ou しごとをします	fase0 verbo dia14
まめ	mame — feijao, grao	fase0 vocab dia14
ポッドキャスト	poddokyasuto — podcast	fase0 katakana dia14
べんきょうがすきです。	"Gosto de estudar."<br>すき e ADJETIVO, nao verbo: vai com です e が, nunca com ます nem を	fase0 gramatica dia14
あしたはたらきます。	"Trabalho amanha."<br>Expressao de tempo NAO leva を	fase0 gramatica dia14
に	ni (particula) — um PONTO: destino, instante, posicao<br>がっこうにいきます / しちじにおきます<br>Tempo RELATIVO (きょう, あした, きのう) NAO leva に	fase0 gramatica dia15
で	de (particula) — um CONTEXTO: onde a acao acontece, ou o meio<br>がっこうでべんきょうします / でんしゃでいきます	fase0 gramatica dia15
がっこうにいます。	"Estou na escola."<br>に = posicao. Compare com がっこうでべんきょうします (で = onde a acao acontece)	fase0 gramatica dia15
あしたがっこうにいきます。	"Amanha vou para a escola."<br>あした vai SOZINHO — sem に, sem で, sem を	fase0 gramatica dia15
はちじはんにしごとにいきました。	"Fui ao trabalho as 8h30."<br>はん = "e meia". Hora ABSOLUTA leva に.	fase0 gramatica dia15
がっこう	gakkou — escola	fase0 vocab dia15
こうえん	kouen — parque	fase0 vocab dia15
うち	uchi — casa (o proprio lar)<br>Para a propria casa usa-se かえります (voltar), nao いきます	fase0 vocab dia15
いきます	ikimasu — ir	fase0 verbo dia15
きます	kimasu — vir	fase0 verbo dia15
かえります	kaerimasu — voltar, ir para casa	fase0 verbo dia15
あいます	aimasu — encontrar(-se) com<br>A pessoa leva に: ともだちにあいます	fase0 verbo dia15
はん	han — e meia (hora)<br>はちじはん = 8h30	fase0 vocab dia15
オフィス	ofisu — escritorio	fase0 katakana dia15
ウーバー	uubaa — Uber	fase0 katakana dia15
これ	kore — isto (perto de quem fala)<br>PRONOME: fica sozinho. これはほんです	fase0 gramatica dia16
それ	sore — isso (perto de quem ouve)	fase0 gramatica dia16
あれ	are — aquilo (longe dos dois)	fase0 gramatica dia16
この	kono — este (+ SUBSTANTIVO)<br>NUNCA sozinho: このほんはたかいです	fase0 gramatica dia16
その	sono — esse (+ substantivo)	fase0 gramatica dia16
あの	ano — aquele (+ substantivo)	fase0 gramatica dia16
どの	dono — qual (+ substantivo)	fase0 gramatica dia16
こちら	kochira — este lado; esta pessoa (POLIDO)<br>こちらはせんせいです e mais educado que このひと	fase0 gramatica dia16
の	no (particula) — A の B = "B de A"<br>わたしのくるま (meu carro) · テッペイのポッドキャスト	fase0 gramatica dia16
これはわたしのパソコンです。	"Isto e o meu computador."<br>これ (pronome) + の (possessivo)	fase0 gramatica dia16
わたしのくるまはどれですか。	"Qual e o meu carro?"	fase0 gramatica dia16
なん	nan — variante de なに antes de です<br>これはなんですか (nao なにですか)	fase0 vocab dia16
おもしろい	omoshiroi — interessante, divertido	fase0 vocab dia16
パソコン	pasokon — computador<br>CUIDADO: パ, nao ポ	fase0 katakana dia16
いち・に・さん・よん・ご	1 2 3 4 5<br>4 = よん (evita-se し = 死, morte)	fase0 numero dia17
ろく・なな・はち・きゅう・じゅう	6 7 8 9 10<br>7 = なな, 9 = きゅう (evita-se く = 苦, sofrimento)	fase0 numero dia17
はちじゅうに	82 = 8x10 + 2<br>10 e じゅう, NUNCA いちじゅう	fase0 numero dia17
いちまん	10.000<br>Ate せん o "um" fica implicito; a partir de まん ele e OBRIGATORIO, porque まん e unidade que se conta	fase0 numero dia17
にじゅうまん	200.000 = 20 x 10.000<br>O japones agrupa de 4 em 4 digitos, nao de 3 em 3. Nao existe "milhao": ひゃくまん = 100 まん	fase0 numero dia17
ひとつ・ふたつ・みっつ	1 2 3 (contador generico つ)<br>Se nao souber o contador certo, use つ ate 10. とお (10) nao leva つ.	fase0 numero dia17
ひとり・ふたり・さんにん	1 2 3 pessoas<br>にん e regular a partir do 3; ひとり e ふたり vem das mesmas raizes de ひとつ/ふたつ	fase0 numero dia17
なんにん	nannin — quantas pessoas?<br>なん + contador = como se pergunta qualquer quantidade. CUIDADO: せんにん e "mil pessoas"	fase0 numero dia17
いくつ	ikutsu — quantos? (objetos)	fase0 numero dia17
ください	kudasai — por favor, me de<br>コーヒーをふたつください	fase0 vocab dia17
おもしろいはなはいつつです。	"Sao cinco flores interessantes."<br>ADJETIVO vem ANTES do substantivo, sem particula. E com です a particula e は, nunca を.	fase0 gramatica dia17
しろい	shiroi — branco (adjetivo)<br>しろ e o substantivo (a cor); しろい modifica: しろいひこうき	fase0 vocab dia17
ひこうき	hikouki — aviao	fase0 vocab dia17
りんご	ringo — maca	fase0 vocab dia17
フレーズ	fureezu — frase	fase0 katakana dia17
コカ・コーラ	Koka Koora — Coca-Cola	fase0 katakana dia17
おおきいくるま	"carro grande"<br>い-adjetivo NAO perde o い antes do substantivo	fase0 gramatica dia18
しずかなまち	"cidade quieta"<br>な-adjetivo GANHA な antes do substantivo	fase0 gramatica dia18
ほんはおもしろいです。	"O livro e interessante."<br>PREDICADO: adjetivo vem DEPOIS do は, antes do です	fase0 gramatica dia18
おもしろいほん	"livro interessante"<br>MODIFICADOR: adjetivo gruda no substantivo, antes dele	fase0 gramatica dia18
たかい→たかくない→たかかった→たかくなかった	い-adjetivo conjuga SOZINHO<br>Por isso たかいでした nao existe: poria o tempo em dois lugares	fase0 gramatica dia18
いい→よくない→よかった	"bom" — UNICO irregular<br>A raiz vira よ, porque いい era よい ha seculos.<br>よかった = "que bom!"	fase0 gramatica dia18
きれい	kirei — bonito; limpo<br>PEGADINHA: termina em い mas e な-adjetivo. きれいなはな, きれいでした	fase0 vocab dia18
ゆうめい	yuumei — famoso (な-adjetivo, apesar do い)	fase0 vocab dia18
きらい	kirai — detestar (な-adjetivo, apesar do い)	fase0 vocab dia18
しずか	shizuka — quieto (な)	fase0 vocab dia18
べんり	benri — conveniente (な)	fase0 vocab dia18
あたらしい	atarashii — novo (い)	fase0 vocab dia18
ふるい	furui — velho (い)	fase0 vocab dia18
わるい	warui — ruim (い)	fase0 vocab dia18
おおきいくるま / くるまはおおきいです	MODIFICADOR vs PREDICADO<br>"carro grande" (nao e frase) vs "o carro e grande" (e frase)	fase0 gramatica dia19
しずかなまち / まちはしずかです	な-adjetivo nas duas posicoes<br>Ganha な antes do substantivo; usa です como predicado	fase0 gramatica dia19
おおきくないです	NEGATIVO de い-adjetivo<br>Tira o い, poe くない. NUNCA おおきいではありません.	fase0 gramatica dia19
しずかではありません	NEGATIVO de な-adjetivo<br>Usa o です negado. NUNCA しずかくない.	fase0 gramatica dia19
あのきれいなはなはしろいです。	"Aquela flor bonita e branca."<br>あの + [きれいな はな] + は + しろい + です	fase0 gramatica dia19
かのじょ	kanojo — ela; namorada	fase0 vocab dia19
ゲーム	geemu — jogo<br>CUIDADO: ガム e chiclete	fase0 katakana dia19
ガム	gamu — chiclete	fase0 katakana dia19
おおきいくるま / おおきくないです	QUANDO o い sai: so quando o adjetivo CONJUGA<br>modificador e afirmativo -> い FICA<br>negativo e passado -> い SAI (くない/かった ocupam o lugar dele)	fase0 gramatica dia20
おもしろくなかったです	"nao era interessante"<br>Negativo do passado de い-adjetivo: くなかった, uma peca so. NUNCA かったません.	fase0 gramatica dia20
わたしはくるまがすきではありません。	"Eu nao gosto de carro."<br>すき pede が para a coisa gostada, e o negativo e ではありません (com o は)	fase0 gramatica dia20
おそい	osoi — lento (い-adjetivo)<br>ゆっくり e ADVERBIO (devagar), nao modifica substantivo	fase0 vocab dia20
ゆっくり	yukkuri — devagar (adverbio)	fase0 vocab dia20
きれい・きらい・ゆうめい・とくい・しつれい	As 5 excecoes que voce vai encontrar: terminam em い mas sao な-ADJETIVOS<br>bonito · detestar · famoso · bom em algo · descortes	fase0 gramatica extra
一	ichi (on) / hito (kun) — um<br>一つ = ひとつ (kanji+kana -> kun) · 一月 = いちがつ (kanji+kanji -> on)	fase0 kanji dia21
二	ni / futa — dois<br>二つ = ふたつ	fase0 kanji dia21
三	san / mi — tres<br>三十五 = さんじゅうご (composto -> on, nunca みつ)	fase0 kanji dia21
四	yon, shi / yo — quatro	fase0 kanji dia21
五	go / itsu — cinco	fase0 kanji dia21
六	roku / mu — seis	fase0 kanji dia21
七	nana, shichi — sete	fase0 kanji dia21
八	hachi / ya — oito	fase0 kanji dia21
九	kyuu, ku / kokono — nove	fase0 kanji dia21
十	juu / too — dez	fase0 kanji dia21
百	hyaku — cem	fase0 kanji dia21
千	sen — mil<br>NAO se compoe: 1000 e 千, nunca 十百	fase0 kanji dia21
万	man — dez mil<br>二十万 = にじゅうまん = 200.000	fase0 kanji dia21
kanji+kana=kun / kanji+kanji=on	A regra pratica das duas leituras<br>一つ (ひとつ) vs 一月 (いちがつ)	fase0 kanji dia21
日曜日	にちようび — domingo (dia do Sol — Sunday)<br>例: 日曜日ににほんごをべんきょうします。	fase0 kanji dia22
月曜日	げつようび — segunda-feira (Lua — Monday)	fase0 kanji dia22
火曜日	かようび — terca-feira (fogo, Marte)<br>か, nao が	fase0 kanji dia22
水曜日	すいようび — quarta-feira (agua, Mercurio)<br>すい, nao つい	fase0 kanji dia22
木曜日	もくようび — quinta-feira (madeira, Jupiter)	fase0 kanji dia22
金曜日	きんようび — sexta-feira (ouro, Venus)	fase0 kanji dia22
土曜日	どようび — sabado (terra, Saturno — Saturday)	fase0 kanji dia22
曜日	ようび — dia da semana (bloco fixo)<br>o 日 final le び = ひ vozeado, excecao contida ao on/kun	fase0 kanji dia22
日	ひ — sol; dia<br>sozinho: ひ (kun). Homofono de 火	fase0 kanji dia22
月	つき — lua; mes	fase0 kanji dia22
火	ひ — fogo<br>homofono de 日 (ひ) — o kanji separa o que o som mistura	fase0 kanji dia22
水	みず — agua<br>a palavra voce ja sabia; agora o simbolo	fase0 kanji dia22
木	き — arvore, madeira	fase0 kanji dia22
金	かね — ouro, metal	fase0 kanji dia22
お金	おかね — dinheiro<br>例: わたしはお金がすきです。	fase0 vocab dia22
土	つち — terra, solo	fase0 kanji dia22
ポッドキャスト	poddokyasuto — podcast<br>ッ pequeno (poDDo), nao ー	fase0 vocab dia22
いつも	itsumo — sempre<br>げんき e "bem/saudavel" — nao confundir	fase0 vocab dia22
人	ひと — pessoa<br>にん apos numero (三人), じん apos pais (ブラジル人)	fase0 kanji dia23
本	ほん — livro; raiz, origem<br>e o 木 com um traco na raiz. 日本 = origem do sol	fase0 kanji dia23
年	とし — ano<br>ねん em composto: 二千二十六年 = 2026	fase0 kanji dia23
日本	にほん — Japao<br>sol + origem = terra do sol nascente	fase0 kanji dia23
日本人	にほんじん — japones (pessoa)<br>pais + 人(じん) = nacionalidade	fase0 kanji dia23
ブラジル人	ブラジルじん — brasileiro<br>例: わたしはブラジル人です。	fase0 kanji dia23
〜じ	いちじ、にじ、さんじ… — as horas<br>IRREGULARES: よじ (4h), しちじ (7h), くじ (9h)	fase0 vocab dia23
〜じはん	さんじはん — tres e meia<br>はん = meia (hora)	fase0 vocab dia23
ごぜん	gozen — da manha (AM)<br>ごぜんくじ = 9h da manha. Com dakuten: ぜ	fase0 vocab dia23
ごご	gogo — da tarde/noite (PM)<br>ごごじゅうじ = 22h	fase0 vocab dia23
れいじ	reiji — meia-noite, hora zero<br>ごぜんれいじ = 00h	fase0 vocab dia23
なんじ	nanji — que horas?<br>いまなんじですか。なん+contador, como なんにん	fase0 vocab dia23
よみます	yomimasu — leio<br>例: 本をよみます。	fase0 vocab dia23
ひるごはん	hirugohan — almoco<br>例: ごごにじにひるごはんをたべます。	fase0 vocab dia23
やきゅう	yakyuu — beisebol<br>trazido por ele; 日本のやきゅう = beisebol japones	fase0 vocab dia23
まんが	manga — manga, quadrinhos<br>例: あのまんがをよみました。	fase0 vocab dia23
日本の〜	にほんの — do Japao, japones (coisa)<br>日本のやきゅう ≠ 日本語の (da lingua)	fase0 vocab dia23
〜月	がつ — contador de mes<br>一月 いちがつ … 十二月 じゅうにがつ. Irregulares: 四月 しがつ, 七月 しちがつ, 九月 くがつ	fase0 vocab dia24
ついたち	tsuitachi — dia 1º do mes<br>o unico opaco: "inicio do mes"	fase0 vocab dia24
ふつか	futsuka — dia 2<br>parente de ふたつ	fase0 vocab dia24
みっか	mikka — dia 3<br>parente de みっつ	fase0 vocab dia24
よっか	yokka — dia 4<br>parente de よっつ	fase0 vocab dia24
いつか	itsuka — dia 5<br>parente de いつつ	fase0 vocab dia24
むいか	muika — dia 6	fase0 vocab dia24
なのか	nanoka — dia 7	fase0 vocab dia24
ようか	youka — dia 8<br>NAO e "agosto" (agosto = はちがつ)	fase0 vocab dia24
ここのか	kokonoka — dia 9<br>parente de ここのつ	fase0 vocab dia24
とおか	tooka — dia 10<br>parente de とお	fase0 vocab dia24
じゅうよっか	juuyokka — dia 14<br>excecao: nao e じゅうよんにち	fase0 vocab dia24
はつか	hatsuka — dia 20<br>excecao, opaco como ついたち	fase0 vocab dia24
何月何日	なんがつなんにち — que dia (mes+dia)?<br>例: きょうは何月何日ですか。	fase0 vocab dia24
